4.365397544872089952e+01,7.376353250134097550e+01,7.288044028650097061e+01,1.930221741681207703e+01,2.359051790677620275e+01,7.644638426843431489e+01,6.817780198212960840e+01,6.985604887664209173e+01,5.705612214585570285e+01,2.704181646976208597e+01
1.920341182425618172e+02,4.641109079644083835e+01,6.042540535405278490e+01,5.969791604741330815e+01,5.159594056084752367e+01,5.779219372346997119e+01,5.079316430836915686e+01,4.571840934157371805e+01,5.007425943985581540e+01,5.121511238850653314e+01
2.224914617538452077e+01,2.464326539039611674e+01,2.603066115379333567e+01,3.154557759761810232e+01,5.285058921277523325e+01,3.255884537696838521e+01,2.993305764198303365e+01,2.866240153312683248e+01,3.000699610710143972e+01,3.268212382793426229e+01
4.263171466588973857e+01,4.262861406803131104e+01,1.657291703224182200e+01,1.657534694671630859e+01,9.959396910667418723e+00,9.683865284919738414e+00,7.459637618064880016e+00,6.906956386566162287e+00,6.896306729316711071e+00,6.896152138710021973e+00
7.724336969529834107e+01,3.730261858128330488e+01,3.754435628326322671e+01,3.871230264258654330e+01,3.778145022135518616e+01,3.729691383685130290e+01,3.842807043698106639e+01,3.753746655312091463e+01,3.725763067111086713e+01,3.804093731889808083e+01
4.182853195667266988e+01,3.676911461353302002e+01,3.673813837319612219e+01,3.954281402491032793e+01,5.076494010798633383e+01,5.089797303751110746e+01,7.288071643710136982e+01,6.936059175133705423e+01,7.043011493682861612e+01,7.229460461139679239e+01
4.183376505374908305e+01,3.726531176567077353e+01,3.355163648128509379e+01,3.107971708774566721e+01,2.982837982177734304e+01,2.990844652652740621e+01,2.869195525646209788e+01,2.902123589515685964e+01,3.011476275920868062e+01,3.147323403358459615e+01
4.183376505374908305e+01,4.162815140485763266e+01,2.512977483272552348e+01,2.460048744678497457e+01,1.267075080871581960e+01,1.102684943675994944e+01,7.448985099792480469e+00,6.897859978675842108e+00,6.894227170944214222e+00,6.894016695022583185e+00
3.851115439588549805e+01,3.973260485258803953e+01,3.992194608225737795e+01,3.818562843667806561e+01,3.863742715713793530e+01,3.866454314020081284e+01,3.814969441672699446e+01,3.917873552779233393e+01,3.849140641564272869e+01,3.938108892354080837e+01
4.433212587833404683e+01,2.858300232887268066e+01,2.307309205532073904e+01,1.507250180244445836e+01,1.346380536556243968e+01,1.238063232898712229e+01,1.269893734455108714e+01,1.630911099910736084e+01,1.816825079917907715e+01,1.945176916122436594e+01
4.434028202295303345e+01,4.387641890048980997e+01,4.277989218235016011e+01,4.154875712394714071e+01,4.243040689826011658e+01,4.410786185860634134e+01,5.195427688211202621e+01,6.512516011744737909e+01,5.296127906702459143e+01,4.516072087176144123e+01
