7.394255469805597158e+01,5.738420445161639805e+01,2.461451792278667483e+01,5.794649814744185079e+01,1.899150680592591200e+01,6.921533081194046133e+01,6.834650768184170033e+01,8.208654381112557985e+01,2.211070691742071403e+01,2.558056706964806182e+01,8.589006633668887503e+01,2.256881883568590297e+01,8.284759815980507369e+01,6.086037033115886175e+01,3.522934600560378016e+01,4.448346297061200261e+01,2.234097925135535334e+01,2.283563561663007491e+01,2.514631023159896372e+01,2.813556187044627066e+01
1.541111723102629298e+02,4.666271641229977973e+01,6.494267098102719160e+01,6.947039949893951416e+01,4.626719562504440830e+01,5.933701360821724080e+01,4.416692339256405830e+01,4.226463235858827971e+01,4.957372502200305320e+01,5.992486326042562439e+01,1.339927572846412716e+02,3.002428047730121534e+02,2.554175495062023344e+02,2.066216311678290367e+02,3.146696719501167649e+02,1.963747135818004494e+02,2.514347207412123737e+02,3.587239991426467896e+02,3.196987337231636275e+02,3.695965585440397376e+02
2.742539637088775706e+01,3.020544137954711772e+01,2.723187012672424245e+01,2.854256460666656636e+01,2.986261003017425608e+01,3.377454595565795614e+01,4.613546296358108378e+01,6.588364714030176117e+01,4.281736723184585713e+01,3.516130826473236226e+01,3.227471275329590128e+01,3.124568510055541992e+01,3.122374327182769704e+01,3.492420561313629435e+01,4.171041516065597676e+01,5.105426779091358469e+01,5.203900619447231435e+01,3.980017023086547567e+01,3.383766803741455220e+01,3.003704395294189311e+01
2.724365007877349854e+01,2.724253845214843750e+01,2.719343359470367361e+01,2.719238679409027171e+01,1.780542290210723877e+01,1.780221273899078227e+01,1.237267882823944021e+01,1.237059066295623744e+01,1.239072315692901682e+01,1.239164679050445628e+01,3.256956226378679276e+01,3.259823825210332870e+01,3.959178037047386312e+01,3.959178547561168671e+01,5.053233972266316698e+01,5.053622265532612801e+01,6.783529036361724707e+01,6.784028475452214479e+01,9.495887049734592722e+01,9.496323857083916664e+01
7.834626520137605610e+01,1.686258294932451918e+01,1.020842026923123740e+02,7.689502996143900759e+01,1.043565768943422682e+02,8.262511447987732538e+01,9.463040229428149530e+01,7.036755578821183121e+01,1.063374513349990451e+02,1.030213006251900367e+02,9.447826287675597712e+01,1.012528832742977443e+02,1.012740469223491004e+02,9.140526432113847477e+01,2.805309039623522693e+01,1.074870206116617055e+02,5.465855566669000609e+01,4.020633943248940056e+01,1.690186846392201403e+01,1.030931337272564861e+02
5.976620067805051661e+01,5.004529473781585835e+01,4.637890564799308635e+01,6.440802716761827185e+01,8.081797431856394098e+01,8.181387380361556438e+01,8.741536784539930238e+01,1.107535678442567644e+02,8.726819862572010322e+01,1.374463587864767646e+02,9.982325498163700672e+01,1.343670920299366003e+02,2.259267183552263418e+02,1.590074627363123057e+02,3.568896904483437424e+02,2.753263880539219599e+02,1.989729977023322078e+02,2.105956362236640302e+02,3.206369652761146654e+02,3.747817822769284248e+02
5.978053906559944153e+01,5.659767964482307434e+01,5.520864519178867624e+01,5.160816590487957001e+01,4.834358736276626445e+01,4.177381367683410929e+01,3.796344156265259073e+01,3.656742656230926514e+01,3.523792591094970561e+01,3.530775554180145548e+01,3.896679906845092489e+01,4.704657230377197408e+01,6.400562473312020018e+01,5.385380646213889122e+01,3.652059092521667338e+01,2.866875267028808594e+01,2.467775115966797017e+01,2.332435259819030904e+01,2.198299729824066162e+01,2.197689177989959575e+01
5.978053906559944153e+01,6.009113432466983795e+01,3.811005656719207479e+01,3.784774267673492432e+01,2.357594842910766531e+01,2.329676635265350271e+01,1.454298460483551025e+01,1.372063434123992920e+01,9.872202181816101429e+00,9.597624754905700328e+00,8.763105869293212891e+00,8.225248265266419168e+00,8.217683172225951793e+00,8.217648148536682129e+00,8.213542437553405406e+00,8.213539481163024902e+00,8.210699272155761008e+00,8.210697770118713379e+00,8.207839536666870828e+00,8.207838535308837891e+00
9.298220242543470704e+01,8.366265487389344457e+01,8.893874633159811083e+01,1.015017410239078686e+02,7.285122357278156358e+01,6.858633466973019210e+01,8.799182459259468203e+01,2.280914173769615516e+01,1.003917007139045836e+02,1.031127753790493102e+02,1.063480352076812778e+02,8.061268194218456529e+01,4.859703210198722445e+01,9.096984441384455522e+01,9.341787133966580825e+01,9.790251372111966077e+01,1.080133167440575903e+02,6.918265082992155612e+01,1.927916956923801450e+01,1.064923753884777824e+02
6.455508503615855886e+01,6.054016015212982893e+01,9.873110183011741015e+01,8.847486200481652929e+01,9.656170595884323404e+01,1.110871659040451078e+02,1.121687497377395601e+02,1.591504769593477135e+02,1.962332608580589408e+02,2.801714831471443290e+02,3.267253569126129378e+02,4.298571099758148080e+02,4.301584455728531111e+02,4.345285781383514632e+02,4.201511957108974684e+02,4.311693333625793230e+02,4.230951065182686079e+02,3.220749807665124536e+02,3.363821551244706143e+02,2.590530138123780262e+02
