2.724365007877349854e+01,2.724253845214843750e+01,2.719343359470367361e+01,2.719238679409027171e+01,1.780542290210723877e+01,1.780221273899078227e+01,1.237267882823944021e+01,1.237059066295623744e+01,1.239072315692901682e+01,1.239164679050445628e+01,3.256956226378679276e+01,3.259823825210332870e+01,3.959178037047386312e+01,3.959178547561168671e+01,5.053233972266316698e+01,5.053622265532612801e+01,6.783529036361724707e+01,6.784028475452214479e+01,9.495887049734592722e+01,9.496323857083916664e+01
5.978053906559944153e+01,6.009113432466983795e+01,3.811005656719207479e+01,3.784774267673492432e+01,2.357594842910766531e+01,2.329676635265350271e+01,1.454298460483551025e+01,1.372063434123992920e+01,9.872202181816101429e+00,9.597624754905700328e+00,8.763105869293212891e+00,8.225248265266419168e+00,8.217683172225951793e+00,8.217648148536682129e+00,8.213542437553405406e+00,8.213539481163024902e+00,8.210699272155761008e+00,8.210697770118713379e+00,8.207839536666870828e+00,8.207838535308837891e+00
6.456315961480140686e+01,6.479610430449247360e+01,2.735373451709747172e+01,2.680828535556793213e+01,1.263501262664794922e+01,1.099493160247802770e+01,8.234795832633972523e+00,8.230948090553283691e+00,6.865235447883605957e+00,6.865097641944885254e+00,6.864653444290160778e+00,6.864657878875732422e+00,6.867262291908263983e+00,6.867255854606628240e+00,6.870121693611144664e+00,6.870102810859679998e+00,6.871583414077758967e+00,6.871573424339294078e+00,6.870454621315002619e+00,6.870457410812377930e+00
7.381922056525945663e+01,7.388325690180063532e+01,3.698544371128082275e+01,3.746558103561401509e+01,2.227819333076477193e+01,2.200565190315246511e+01,1.898918783664703369e+01,1.926224713325500559e+01,1.926505208015441895e+01,1.927244417667388987e+01,2.061574935913085938e+01,2.062294645309448171e+01,1.978211038112640452e+01,1.951548652648925852e+01,1.677037611007690288e+01,1.840129580497741557e+01,1.837368955612182475e+01,2.083437869548797750e+01,1.947661628723144389e+01,2.001023237705230784e+01
7.047446957454084782e+01,7.055525733381509212e+01,4.282082683891057684e+01,4.325888591445982456e+01,2.595205135345458913e+01,2.594367825984954834e+01,1.917579150199890137e+01,1.917623856067657329e+01,1.749530341625213481e+01,1.776382586956024312e+01,1.925069885253906321e+01,1.950820231437683105e+01,3.014640155956148959e+01,3.472655627261847400e+01,3.567355278534815000e+01,3.704445831673219658e+01,6.417594360243529650e+01,4.693654635688290000e+01,5.067980575300752832e+01,5.466669663656502820e+01
6.618228430896996883e+01,6.882826104889973351e+01,5.191039549112319662e+01,5.284787915349006937e+01,4.665572489202022410e+01,4.658468571351841092e+01,4.136070631202310466e+01,4.128597961552441120e+01,3.130612164735794067e+01,3.026997375488281250e+01,2.137525923252105642e+01,1.903622436523437500e+01,1.499917509555816686e+01,1.232363510131835938e+01,1.068638861179351807e+01,9.603270983695983531e+00,8.782432079315185547e+00,8.239998006820679066e+00,7.693427109718323109e+00,7.149278092384338201e+00
6.262937926203012751e+01,6.298877891898155212e+01,8.716535139337065630e+01,8.571295729465782642e+01,4.499183125216514156e+01,4.552403834238648273e+01,3.428248822838067866e+01,3.392191434204578115e+01,1.515133841037750173e+01,1.241447098255157400e+01,9.107235407829284313e+00,8.281531095504760742e+00,6.901961326599121094e+00,6.902913808822631836e+00,6.902749872207641246e+00,6.903031468391418457e+00,6.903534579277038397e+00,6.903600239753723500e+00,6.904368352890014826e+00,6.904270100593566717e+00
8.413408416919409660e+01,8.611732109764125198e+01,5.463324349094182253e+01,5.428638511002063893e+01,3.797856297492980815e+01,3.777932916283607767e+01,2.939356496334075786e+01,2.910153448581695557e+01,2.203981382846832204e+01,2.179207918643951558e+01,1.649711627960205007e+01,1.649811334609985281e+01,1.322317879199981761e+01,1.295001432895660365e+01,1.102979617118835520e+01,1.102999391555786168e+01,9.658010435104369407e+00,9.660119247436522727e+00,9.108946108818054554e+00,9.109090876579283957e+00
5.998469894975423955e+01,6.024949058294296123e+01,4.931063903123140335e+01,4.913100709021091461e+01,4.250434179306030558e+01,4.227768464237451695e+01,3.837617667233571694e+01,3.932001678049564219e+01,2.762709836959838938e+01,2.736576735973358154e+01,2.224041588306426931e+01,2.196391439437866211e+01,1.840398850440978862e+01,1.786189005374908589e+01,1.672700109481811381e+01,1.645076436996459890e+01,1.640217287540435720e+01,1.639388318061828542e+01,1.687574985027313090e+01,1.712693114280700613e+01
4.991178087592125223e+01,5.004242533519864367e+01,4.317211186625063135e+01,4.385942741781472876e+01,3.640424747876822664e+01,3.594504600763320923e+01,3.489102130513638400e+01,2.679456932544708181e+01,2.200359349250793528e+01,2.176957778930664134e+01,1.988297140598297119e+01,1.962655341625213623e+01,1.854306726455688548e+01,1.853851728439331126e+01,1.668392777442932129e+01,1.668152234554290914e+01,1.587191402912139893e+01,1.561197307109832799e+01,1.372433645725250173e+01,1.373485617637634348e+01
