0.000000,0.000000,0.112500,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.200870,-1.480233,-0.518490,-1.333109,0.470995,-0.216228,-0.911858,0.160845,-1.150481,0.273407,0.154946,-2.981328,-0.538245,0.838918,-1.415123,0.526856,-0.094212,-0.035320,-0.475967,0.212389,-0.297150,-0.442152,1.566509,-0.057022,1.670634,0.693226,1.277841,0.856614,-0.044891,0.036308,-1.252927,-0.812728,1.104270,-1.248865,1.079671,0.257243,-0.015150,-1.833022,0.606569,0.252322,-1.995358,-2.187889,-0.756634,-0.681830,0.174133,0.708868,-0.246695,-0.310872,-0.560061,0.986203,2.034908,0.883305,-0.997048,-0.323800,1.277671,1.264529,-0.470073,1.217982,1.319177,-0.633259
0.000028,0.000040,0.112568,-0.000556,0.001769,-0.000001,0.001546,0.002163,0.003652,-0.029633,0.094318,-0.000045,0.470995,-0.216228,-0.911858,0.160845,-1.150481,0.273407,0.154946,-2.981328,-0.538245,0.838918,-1.415123,0.526856,-0.094212,-0.035320,-0.475967,0.212389,-0.297150,-0.442152,1.566509,-0.057022,1.670634,0.693226,1.277841,0.856614,-0.044891,0.036308,-1.252927,-0.812728,1.104270,-1.248865,1.079671,0.257243,-0.015150,-1.833022,0.606569,0.252322,-1.995358,-2.187889,-0.756634,-0.681830,0.174133,0.708868,-0.246695,-0.310872,-0.560061,0.986203,2.034908,0.883305,-0.997048,-0.323800,1.277671,1.264529,-0.470073,1.217982,1.319177,-0.633259,-0.104456,0.002733,-0.030822,-0.138368
0.000121,0.000157,0.112751,-0.002288,0.005694,-0.000165,0.003936,0.004622,0.006890,-0.069307,0.135959,-0.008331,-1.150481,0.273407,0.154946,-2.981328,-0.538245,0.838918,-1.415123,0.526856,-0.094212,-0.035320,-0.475967,0.212389,-0.297150,-0.442152,1.566509,-0.057022,1.670634,0.693226,1.277841,0.856614,-0.044891,0.036308,-1.252927,-0.812728,1.104270,-1.248865,1.079671,0.257243,-0.015150,-1.833022,0.606569,0.252322,-1.995358,-2.187889,-0.756634,-0.681830,0.174133,0.708868,-0.246695,-0.310872,-0.560061,0.986203,2.034908,0.883305,-0.997048,-0.323800,1.277671,1.264529,-0.470073,1.217982,1.319177,-0.633259,-0.104456,0.002733,-0.030822,-0.138368,-0.072956,-0.041849,-0.070591,-0.134714
0.000361,0.000388,0.113026,-0.004323,0.011041,-0.000685,0.010006,0.008797,0.009313,-0.054518,0.179473,-0.020388,-0.538245,0.838918,-1.415123,0.526856,-0.094212,-0.035320,-0.475967,0.212389,-0.297150,-0.442152,1.566509,-0.057022,1.670634,0.693226,1.277841,0.856614,-0.044891,0.036308,-1.252927,-0.812728,1.104270,-1.248865,1.079671,0.257243,-0.015150,-1.833022,0.606569,0.252322,-1.995358,-2.187889,-0.756634,-0.681830,0.174133,0.708868,-0.246695,-0.310872,-0.560061,0.986203,2.034908,0.883305,-0.997048,-0.323800,1.277671,1.264529,-0.470073,1.217982,1.319177,-0.633259,-0.104456,0.002733,-0.030822,-0.138368,-0.072956,-0.041849,-0.070591,-0.134714,-0.089099,-0.062538,-0.022589,-0.095616
0.000807,0.000821,0.113341,-0.006350,0.019459,-0.001126,0.016343,0.016348,0.009510,-0.065258,0.309421,-0.006087,-0.094212,-0.035320,-0.475967,0.212389,-0.297150,-0.442152,1.566509,-0.057022,1.670634,0.693226,1.277841,0.856614,-0.044891,0.036308,-1.252927,-0.812728,1.104270,-1.248865,1.079671,0.257243,-0.015150,-1.833022,0.606569,0.252322,-1.995358,-2.187889,-0.756634,-0.681830,0.174133,0.708868,-0.246695,-0.310872,-0.560061,0.986203,2.034908,0.883305,-0.997048,-0.323800,1.277671,1.264529,-0.470073,1.217982,1.319177,-0.633259,-0.104456,0.002733,-0.030822,-0.138368,-0.072956,-0.041849,-0.070591,-0.134714,-0.089099,-0.062538,-0.022589,-0.095616,-0.119292,0.057599,0.016039,-0.102949
0.001519,0.001518,0.113663,-0.009302,0.030987,-0.001731,0.025793,0.024619,0.009769,-0.105758,0.374385,-0.023468,-0.297150,-0.442152,1.566509,-0.057022,1.670634,0.693226,1.277841,0.856614,-0.044891,0.036308,-1.252927,-0.812728,1.104270,-1.248865,1.079671,0.257243,-0.015150,-1.833022,0.606569,0.252322,-1.995358,-2.187889,-0.756634,-0.681830,0.174133,0.708868,-0.246695,-0.310872,-0.560061,0.986203,2.034908,0.883305,-0.997048,-0.323800,1.277671,1.264529,-0.470073,1.217982,1.319177,-0.633259,-0.104456,0.002733,-0.030822,-0.138368,-0.072956,-0.041849,-0.070591,-0.134714,-0.089099,-0.062538,-0.022589,-0.095616,-0.119292,0.057599,0.016039,-0.102949,-0.028941,0.010473,-0.000349,-0.110061
0.002697,0.002502,0.114017,-0.012597,0.045153,-0.002746,0.043426,0.033494,0.011262,-0.091627,0.464682,-0.029315,1.670634,0.693226,1.277841,0.856614,-0.044891,0.036308,-1.252927,-0.812728,1.104270,-1.248865,1.079671,0.257243,-0.015150,-1.833022,0.606569,0.252322,-1.995358,-2.187889,-0.756634,-0.681830,0.174133,0.708868,-0.246695,-0.310872,-0.560061,0.986203,2.034908,0.883305,-0.997048,-0.323800,1.277671,1.264529,-0.470073,1.217982,1.319177,-0.633259,-0.104456,0.002733,-0.030822,-0.138368,-0.072956,-0.041849,-0.070591,-0.134714,-0.089099,-0.062538,-0.022589,-0.095616,-0.119292,0.057599,0.016039,-0.102949,-0.028941,0.010473,-0.000349,-0.110061,-0.103681,-0.008805,0.015482,-0.096757
0.004502,0.003805,0.114412,-0.016226,0.063362,-0.003989,0.063325,0.043590,0.012220,-0.118717,0.610302,-0.033003,-0.044891,0.036308,-1.252927,-0.812728,1.104270,-1.248865,1.079671,0.257243,-0.015150,-1.833022,0.606569,0.252322,-1.995358,-2.187889,-0.756634,-0.681830,0.174133,0.708868,-0.246695,-0.310872,-0.560061,0.986203,2.034908,0.883305,-0.997048,-0.323800,1.277671,1.264529,-0.470073,1.217982,1.319177,-0.633259,-0.104456,0.002733,-0.030822,-0.138368,-0.072956,-0.041849,-0.070591,-0.134714,-0.089099,-0.062538,-0.022589,-0.095616,-0.119292,0.057599,0.016039,-0.102949,-0.028941,0.010473,-0.000349,-0.110061,-0.103681,-0.008805,0.015482,-0.096757,-0.073452,0.086578,0.061261,-0.111343
0.007029,0.005459,0.114806,-0.021640,0.085766,-0.005551,0.086508,0.054518,0.011478,-0.189808,0.721565,-0.035827,1.104270,-1.248865,1.079671,0.257243,-0.015150,-1.833022,0.606569,0.252322,-1.995358,-2.187889,-0.756634,-0.681830,0.174133,0.708868,-0.246695,-0.310872,-0.560061,0.986203,2.034908,0.883305,-0.997048,-0.323800,1.277671,1.264529,-0.470073,1.217982,1.319177,-0.633259,-0.104456,0.002733,-0.030822,-0.138368,-0.072956,-0.041849,-0.070591,-0.134714,-0.089099,-0.062538,-0.022589,-0.095616,-0.119292,0.057599,0.016039,-0.102949,-0.028941,0.010473,-0.000349,-0.110061,-0.103681,-0.008805,0.015482,-0.096757,-0.073452,0.086578,0.061261,-0.111343,-0.032620,0.083002,0.013276,-0.126310
0.010466,0.007510,0.115147,-0.029570,0.111568,-0.006904,0.117237,0.067345,0.009103,-0.264433,0.817503,-0.002299,-0.015150,-1.833022,0.606569,0.252322,-1.995358,-2.187889,-0.756634,-0.681830,0.174133,0.708868,-0.246695,-0.310872,-0.560061,0.986203,2.034908,0.883305,-0.997048,-0.323800,1.277671,1.264529,-0.470073,1.217982,1.319177,-0.633259,-0.104456,0.002733,-0.030822,-0.138368,-0.072956,-0.041849,-0.070591,-0.134714,-0.089099,-0.062538,-0.022589,-0.095616,-0.119292,0.057599,0.016039,-0.102949,-0.028941,0.010473,-0.000349,-0.110061,-0.103681,-0.008805,0.015482,-0.096757,-0.073452,0.086578,0.061261,-0.111343,-0.032620,0.083002,0.013276,-0.126310,-0.081941,0.083390,-0.061767,-0.115647
