4.263171466588973857e+01,4.262861406803131104e+01,1.657291703224182200e+01,1.657534694671630859e+01,9.959396910667418723e+00,9.683865284919738414e+00,7.459637618064880016e+00,6.906956386566162287e+00,6.896306729316711071e+00,6.896152138710021973e+00
4.183376505374908305e+01,4.162815140485763266e+01,2.512977483272552348e+01,2.460048744678497457e+01,1.267075080871581960e+01,1.102684943675994944e+01,7.448985099792480469e+00,6.897859978675842108e+00,6.894227170944214222e+00,6.894016695022583185e+00
4.434028202295303345e+01,4.426027309894561768e+01,1.403708174228668248e+01,1.239612877368927002e+01,7.171055555343627930e+00,6.895028829574584961e+00,5.517273044586181285e+00,5.517253136634826305e+00,5.517085552215576172e+00,5.517085194587707520e+00
4.518487742096185400e+01,4.503750931620597697e+01,1.239160792827606272e+01,1.102240314483642614e+01,6.894583153724670233e+00,6.893749666213989435e+00,5.517105817794799805e+00,5.517102503776550648e+00,5.517076611518859863e+00,5.517076849937438965e+00
5.015615832060575485e+01,4.999574842825531817e+01,1.458637294769287074e+01,1.376390235424041819e+01,7.168983173370361506e+00,6.892829155921935680e+00,5.516279530525207697e+00,5.516281723976135254e+00,5.516430830955505016e+00,5.516433358192443848e+00
5.395882831141352654e+01,5.361441820561886118e+01,1.649571301937103129e+01,1.513663432598113978e+01,7.991977047920227228e+00,6.891980338096618475e+00,6.339113330841064098e+00,5.515028548240661799e+00,5.515352487564086914e+00,5.515359282493591309e+00
8.387916158400476263e+01,8.999979786346666799e+01,1.840652854442596364e+01,1.786654460430145264e+01,8.815569901466369984e+00,8.263283395767212269e+00,6.886535835266113459e+00,6.886300325393676758e+00,5.514076876640319647e+00,5.514087200164794922e+00
1.111722789244260667e+02,1.124711088897660431e+02,2.083952176570892334e+01,2.057016766071319580e+01,9.089823579788207653e+00,8.263366389274597879e+00,6.884736275672912242e+00,6.884294223785400568e+00,5.512583541870117010e+00,5.512590217590331854e+00
1.322841381954029316e+02,1.266134672234766185e+02,2.450296287536621165e+01,2.450342071056365967e+01,9.910664463043213246e+00,8.264111304283142445e+00,6.883305740356445490e+00,6.882616472244262873e+00,6.881375384330749689e+00,6.881362318992614746e+00
1.390253929026424942e+02,1.461104839108884335e+02,3.880128871649503708e+01,3.810374911874532700e+01,1.237611415386199987e+01,1.100787050724029470e+01,7.157777190208435059e+00,6.882713556289672852e+00,6.879376244544983088e+00,6.879307246208190563e+00
1.705477930784225578e+02,1.708793270587921143e+02,4.637330822593067126e+01,4.647050769412889792e+01,1.347190756797790456e+01,1.237917881011962962e+01,7.432617545127868652e+00,6.883118700981140314e+00,6.878809833526611683e+00,6.878684997558593750e+00
2.102500614404678458e+02,2.155670333862304631e+02,7.432591851446777298e+01,7.358704229444265366e+01,1.509119768142700124e+01,1.509103965759277344e+01,7.978282499313354315e+00,6.882332515716552912e+00,6.878355216979980646e+00,6.878221607208251598e+00
2.141686164379119930e+02,2.062400091886520386e+02,7.051376248598099039e+01,6.817036755569279194e+01,1.536146795749664307e+01,1.508630001544952393e+01,7.705855631828308461e+00,6.882515001296996893e+00,6.879436111450194957e+00,6.879337906837463379e+00
3.793224060773849260e+02,3.846110965967178572e+02,8.809357229387387633e+01,8.948620391497388482e+01,1.939532654285430979e+01,1.912791943550109863e+01,7.985008668899536310e+00,6.886246728897094549e+00,6.882773828506469904e+00,6.882672071456909180e+00
3.957419467687606698e+02,3.849093052864074593e+02,8.321702006999403523e+01,8.192741755796596692e+01,1.538764328956603933e+01,1.511560254096984934e+01,7.437612748146056774e+00,6.886954712867736639e+00,6.885058259963988903e+00,6.885018897056579767e+00
3.825730147123337019e+02,3.593190149307250749e+02,7.838866615034639551e+01,7.581513331914320020e+01,1.239426183700561523e+01,1.102333300113678050e+01,6.889896535873413441e+00,6.888510918617248180e+00,5.514565825462341309e+00,5.514567494392395020e+00
3.482507011175155753e+02,3.550679598569869881e+02,8.815189330726862238e+01,8.357238416606560349e+01,1.239960904121398855e+01,1.102733731269836426e+01,6.891501474380492986e+00,6.890176439285278676e+00,5.515454864501952770e+00,5.515452718734740856e+00
3.616086821079254037e+02,3.621162888288498038e+02,8.132022703934926255e+01,8.007883003540337086e+01,1.185293664932251012e+01,9.654303836822510476e+00,6.892369961738586071e+00,6.891341209411621094e+00,5.516077899932861683e+00,5.516073465347290039e+00
3.532627144575118905e+02,3.518854594469070207e+02,8.305732958912849995e+01,7.841150244660676094e+01,1.157955529689788854e+01,9.654127073287963157e+00,6.892892241477966309e+00,6.892012739181518910e+00,5.516472291946411310e+00,5.516466426849365057e+00
3.618299794673919791e+02,3.537280318021774406e+02,6.955822968371212767e+01,7.329955066880211234e+01,9.929979705810547230e+00,8.278040766716003418e+00,6.893122720718383611e+00,6.892513680458068670e+00,5.516861534118651988e+00,5.516855144500732777e+00
