4.365397544872089952e+01,7.376353250134097550e+01,7.288044028650097061e+01,1.930221741681207703e+01,2.359051790677620275e+01,7.644638426843431489e+01,6.817780198212960840e+01,6.985604887664209173e+01,5.705612214585570285e+01,2.704181646976208597e+01
7.724336969529834107e+01,3.730261858128330488e+01,3.754435628326322671e+01,3.871230264258654330e+01,3.778145022135518616e+01,3.729691383685130290e+01,3.842807043698106639e+01,3.753746655312091463e+01,3.725763067111086713e+01,3.804093731889808083e+01
3.851115439588549805e+01,3.973260485258803953e+01,3.992194608225737795e+01,3.818562843667806561e+01,3.863742715713793530e+01,3.866454314020081284e+01,3.814969441672699446e+01,3.917873552779233393e+01,3.849140641564272869e+01,3.938108892354080837e+01
3.870788548464781798e+01,3.866370410388537238e+01,3.847175008990373613e+01,3.866231887613208329e+01,3.774925213776515420e+01,4.000523168633316828e+01,3.896973326087043432e+01,3.906897501588566968e+01,3.882786119454270590e+01,3.853393789303104455e+01
4.233404717630691749e+01,4.360836463928561102e+01,4.281630874659662567e+01,4.152307761770180150e+01,4.209659783467415650e+01,4.198685201815661827e+01,4.248446954136998954e+01,4.210512282004979312e+01,4.208311120979212205e+01,4.211281872699291995e+01
4.448222254077046500e+01,4.470234636337903567e+01,4.960828087200149383e+01,4.631356519110624959e+01,4.421039744459230292e+01,4.740214743526662744e+01,4.459668861909872106e+01,4.444718290582648734e+01,4.825067570794026750e+01,9.403650945397987471e+01
1.098401223885440032e+02,8.939424491554125041e+01,8.247739654027206768e+01,1.019449793691253063e+02,9.318960555110592736e+01,7.767907774506944918e+01,2.948287037043568048e+01,5.045595902887611572e+01,1.057733073960367989e+02,1.064729129973940047e+02
9.287042460462227211e+01,1.354036719411361922e+01,3.035519460085675192e+01,9.053292074576195603e+01,1.024636799076882312e+02,1.037290153954379264e+02,9.519549987632709076e+01,9.182123116481056968e+01,9.063815621852874926e+01,2.200264707228036798e+01
1.596649087495930708e+01,4.012338426571334082e+01,8.846965963388466037e+01,9.785906212470642629e+01,1.040214452638652034e+02,9.288184905278832559e+01,8.040638149562596482e+01,1.057061615316123380e+02,8.272065816917078962e+01,8.261314052929748186e+01
1.025442059646209287e+02,1.099868573645783272e+02,8.997534199508999109e+01,9.829613789122063849e+01,9.509628205311727811e+01,1.089128781780379995e+02,8.988257040083082927e+01,1.139308957171278394e+02,9.805235457659705389e+01,9.504756237874842384e+01
1.252444615567072930e+02,1.282918646575698460e+02,1.183073159513835861e+02,1.071693986634579971e+02,1.082985666716449487e+02,1.130414040691096176e+02,9.562115471977784864e+01,1.131262614839178440e+02,9.785434711888545678e+01,1.108104338424558506e+02
1.055861617596855950e+02,1.257404642813233977e+02,1.135970591508662721e+02,1.321433659651034418e+02,1.220868812630210698e+02,1.428626834638038474e+02,1.042687251849520464e+02,1.431173070617687131e+02,1.287172392100736147e+02,1.435742125030099317e+02
1.166486044183379676e+02,1.283409750384811048e+02,1.411578722732161282e+02,1.251713805270421460e+02,1.236907681603283891e+02,1.264169113793513475e+02,1.422411875500299629e+02,1.158857215917669237e+02,1.316839937374962233e+02,1.130208476523436474e+02
1.393084502417389388e+02,1.389180462502088176e+02,1.409982966308346874e+02,1.392817660348981690e+02,1.421034512051608942e+02,1.416716456780338547e+02,1.420328825613175354e+02,1.361101586228898839e+02,1.394501874402929218e+02,1.419558091089822085e+02
1.438371543073546377e+02,1.430950483257850863e+02,1.335106438257715524e+02,1.440061234428081605e+02,1.388488935670372086e+02,1.440875042391558907e+02,1.434337825083811140e+02,1.328412783344278978e+02,1.383435486706073902e+02,1.470643118796846522e+02
1.463472830859832641e+02,1.435092219802448881e+02,1.439377580951085918e+02,1.407546927971709181e+02,1.438252235134698935e+02,1.438782191062128106e+02,1.437860624563012379e+02,1.457464532804863211e+02,1.424890410298073959e+02,1.335353887577395540e+02
1.392763760904925050e+02,2.671275595510639889e+01,1.860382935111852021e+01,1.000770794088260232e+02,1.463085773256172928e+01,1.036347058804078785e+02,5.427526972879448408e+01,1.030787996325443601e+02,1.710470707052096273e+01,1.010017828895941534e+02
1.002835735929857037e+02,1.460281129507988140e+01,9.722358119383856945e+01,2.555411154253461703e+01,1.413346712108163103e+02,1.397383192635066962e+02,1.342334039719201826e+02,1.342501796094691713e+02,1.342185357288672662e+02,1.414563219077124359e+02
1.390239593708252812e+02,1.341307993971875590e+02,1.411057798482856640e+02,1.411421240579843186e+02,1.454736002455929622e+02,1.339229530244971613e+02,1.440406420929419085e+02,1.339876689183179792e+02,1.407864275498345137e+02,1.375512629346408175e+02
1.409251220648762910e+02,1.429825759804971028e+02,1.433292050655788614e+02,1.346655408521157540e+02,1.345728982329007692e+02,1.388230397208369880e+02,1.345643010317232040e+02,1.411050476106208578e+02,1.344742919318881036e+02,1.461283696444177167e+02
