Std,[0.9388537406921387]
Mean,[0.476216197013855]
Std,[0.697211503982544]
Mean,[0.3759464621543884]
Std,[0.8067910671234131]
Mean,[0.45212432742118835]
Std,[0.7893484234809875]
Mean,[0.4175489842891693]
Std,[0.796259343624115]
Mean,[0.5140194296836853]
Std,[0.851569414138794]
Mean,[0.38657721877098083]
Std,[0.8205609917640686]
Mean,[0.37541407346725464]
Std,[0.8382841944694519]
Mean,[0.4344872832298279]
Std,[0.820020318031311]
Mean,[0.4184872508049011]
Std,[0.7713715434074402]
Mean,[0.433890700340271]
Std,[0.7547236680984497]
Mean,[0.33738476037979126]
Std,[0.9152271151542664]
Mean,[0.42500537633895874]
Std,[0.773064136505127]
Mean,[0.45838502049446106]
Std,[0.8002552390098572]
Mean,[0.4017358422279358]
Std,[0.8450692296028137]
Mean,[0.41304126381874084]
Std,[0.9127966165542603]
Mean,[0.5299842357635498]
Std,[0.7269184589385986]
Mean,[0.38285553455352783]
Std,[0.8010644316673279]
Mean,[0.4037381708621979]
Std,[0.8103317022323608]
Mean,[0.450275182723999]
Std,[0.7358368635177612]
Mean,[0.4869215786457062]
Std,[0.8202957510948181]
Mean,[0.39688020944595337]
Std,[0.8013944625854492]
Mean,[0.4248107671737671]
Std,[0.7689265012741089]
Mean,[0.5530828237533569]
Std,[0.7927113175392151]
Mean,[0.4649244546890259]
Std,[0.8012609481811523]
Mean,[0.508440375328064]
Std,[0.803593635559082]
Mean,[0.447867751121521]
Std,[0.8282625675201416]
Mean,[0.4725487232208252]
Std,[0.7901216745376587]
Mean,[0.49163126945495605]
Std,[0.7839270830154419]
Mean,[0.4215552806854248]
Std,[0.7214772701263428]
Mean,[0.4457337558269501]
Std,[0.7860708832740784]
Mean,[0.48863109946250916]
Std,[0.7183259725570679]
Mean,[0.4204190671443939]
Std,[0.833398699760437]
Mean,[0.47852540016174316]
Std,[0.833017110824585]
Mean,[0.46762871742248535]
Std,[0.7742671370506287]
Mean,[0.49296995997428894]
Std,[0.8372584581375122]
Mean,[0.46358269453048706]
Std,[0.7291406393051147]
Mean,[0.47336578369140625]
Std,[0.7986819744110107]
Mean,[0.4668397605419159]
Std,[0.6897422671318054]
Mean,[0.4615446627140045]
Std,[0.7840763330459595]
Mean,[0.5322167873382568]
Std,[0.7574753165245056]
Mean,[0.4789509177207947]
Std,[0.8276272416114807]
Mean,[0.5404365658760071]
Std,[0.8666737675666809]
Mean,[0.4590849280357361]
Std,[0.749211311340332]
Mean,[0.477969765663147]
Std,[0.794883131980896]
Mean,[0.4961514174938202]
Std,[0.7884512543678284]
Mean,[0.5068310499191284]
Std,[0.6829907298088074]
Mean,[0.5574883818626404]
Std,[0.7195525765419006]
Mean,[0.4070051610469818]
Std,[0.8952767252922058]
Mean,[0.45863959193229675]
Std,[0.7931410074234009]
Mean,[0.58357173204422]
Std,[0.7020694017410278]
Mean,[0.47829872369766235]
Std,[0.7986220121383667]
Mean,[0.5317795872688293]
Std,[0.7754920721054077]
Mean,[0.528127908706665]
Std,[0.704748272895813]
Mean,[0.4537367522716522]
Std,[0.7378380298614502]
Mean,[0.5180249214172363]
Std,[0.7179470062255859]
Mean,[0.6564663648605347]
Std,[0.646641731262207]
Mean,[0.6666826009750366]
Std,[0.7645120620727539]
Mean,[0.5443652868270874]
Std,[0.873968243598938]
Mean,[0.5172038078308105]
Std,[0.8629967570304871]
Mean,[0.5343194603919983]
Std,[0.6765638589859009]
Mean,[0.6507304906845093]
Std,[0.6138604283332825]
Mean,[0.5958207845687866]
Std,[0.7667603492736816]
Mean,[0.509874701499939]
Std,[0.6490845084190369]
Mean,[0.5339536070823669]
Std,[0.7055414915084839]
Mean,[0.5002688765525818]
Std,[0.7080713510513306]
Mean,[0.452991247177124]
Std,[0.7646042108535767]
Mean,[0.7722167372703552]
Std,[0.7296164035797119]
Mean,[0.5386956930160522]
Std,[0.768401563167572]
Mean,[0.5273298621177673]
Std,[0.7365233898162842]
Mean,[0.559346079826355]
Std,[0.6835232377052307]
Mean,[0.5667399168014526]
Std,[0.7600866556167603]
Mean,[0.6375011801719666]
Std,[0.6894189715385437]
Mean,[0.5275514125823975]
Std,[0.664818525314331]
Mean,[0.5020060539245605]
Std,[0.7227696180343628]
Mean,[0.5930647850036621]
Std,[0.723757266998291]
Mean,[0.6352887153625488]
Std,[0.7640213966369629]
Mean,[0.5659214854240417]
Std,[0.7983669638633728]
Mean,[0.5598039627075195]
Std,[0.7529000043869019]
Mean,[0.5994867086410522]
Std,[0.7201626300811768]
Mean,[0.5962332487106323]
Std,[0.7026687860488892]
Mean,[0.6294246912002563]
Std,[0.7195298671722412]
Mean,[0.5798563957214355]
Std,[0.7288588285446167]
Mean,[0.5975252985954285]
Std,[0.6633428335189819]
Mean,[0.636358380317688]
Std,[0.7815893888473511]
Mean,[0.5844608545303345]
Std,[0.7424324154853821]
Mean,[0.6274217367172241]
Std,[0.7218961715698242]
Mean,[0.671008825302124]
Std,[0.6632146835327148]
Mean,[0.5941826701164246]
Std,[0.731867790222168]
Mean,[0.7087095379829407]
Std,[0.6671805381774902]
Mean,[0.664324164390564]
Std,[0.7188591361045837]
Mean,[0.6156482696533203]
Std,[0.717477560043335]
Mean,[0.6374584436416626]
Std,[0.70977783203125]
Mean,[0.6803288459777832]
Std,[0.7159326076507568]
Mean,[0.635450005531311]
Std,[0.7134803533554077]
Mean,[0.6897207498550415]
Std,[0.6699212193489075]
Mean,[0.664262056350708]
Std,[0.6765652894973755]
Mean,[0.6661643981933594]
Std,[0.7018818855285645]
Mean,[0.6809640526771545]
Std,[0.744803249835968]
Mean,[0.6456427574157715]
Std,[0.6815135478973389]
Mean,[0.6617095470428467]
Std,[0.6899741888046265]
Mean,[0.6579463481903076]
Std,[0.6705037355422974]
Mean,[0.6520061492919922]
Std,[0.6827119588851929]
Mean,[0.6605360507965088]
Std,[0.6101123094558716]
Mean,[0.6703416705131531]
Std,[0.6759605407714844]
Mean,[0.648086667060852]
Std,[0.6668909192085266]
Mean,[0.7709301710128784]
Std,[0.6530724167823792]
Mean,[0.7537779211997986]
Std,[0.7339636087417603]
Mean,[0.7388167381286621]
Std,[0.653649091720581]
Mean,[0.7417382001876831]
Std,[0.7358893156051636]
Mean,[0.6834385395050049]
Std,[0.672412633895874]
Mean,[0.6845154762268066]
Std,[0.6485552191734314]
Mean,[0.7426778078079224]
Std,[0.597011923789978]
Mean,[0.6614586114883423]
Std,[0.6442071199417114]
Mean,[0.7159592509269714]
Std,[0.6620343923568726]
Mean,[0.6933108568191528]
Std,[0.6402971148490906]
Mean,[0.6054792404174805]
Std,[0.7080764770507812]
Mean,[0.6817153692245483]
Std,[0.6884851455688477]
Mean,[0.773916482925415]
Std,[0.6062049269676208]
Mean,[0.8293830156326294]
Std,[0.6379474401473999]
Mean,[0.7582389712333679]
Std,[0.6867030262947083]
Mean,[0.7218302488327026]
Std,[0.701019287109375]
Mean,[0.7500729560852051]
Std,[0.6236943006515503]
Mean,[0.7235954999923706]
Std,[0.6789544224739075]
Mean,[0.7348914742469788]
Std,[0.631983757019043]
Mean,[0.8108627796173096]
Std,[0.6096261143684387]
Mean,[0.7786986827850342]
Std,[0.6621801853179932]
Mean,[0.6975653767585754]
Std,[0.649800181388855]
Mean,[0.7384209036827087]
Std,[0.6590971946716309]
Mean,[0.7656812071800232]
Std,[0.6205021142959595]
Mean,[0.7519179582595825]
Std,[0.6591707468032837]
Mean,[0.7879595160484314]
Std,[0.5718790888786316]
Mean,[0.7747790813446045]
Std,[0.593805193901062]
Mean,[0.7688069939613342]
Std,[0.6718982458114624]
Mean,[0.7597037553787231]
Std,[0.5726802349090576]
Mean,[0.825202465057373]
Std,[0.5992665886878967]
Mean,[0.7997065186500549]
Std,[0.6615003347396851]
Mean,[0.8232420682907104]
Std,[0.5763861536979675]
Mean,[0.9251143932342529]
Std,[0.602904736995697]
Mean,[0.7558338046073914]
Std,[0.6886231899261475]
Mean,[0.7913405299186707]
Std,[0.6096234321594238]
Mean,[0.8622082471847534]
Std,[0.5488123893737793]
Mean,[0.7230396270751953]
Std,[0.6348019242286682]
Mean,[0.7441728115081787]
Std,[0.6292825937271118]
Mean,[0.8859817981719971]
Std,[0.4881283938884735]
Mean,[0.8235100507736206]
Std,[0.6420074105262756]
Mean,[0.7523382902145386]
Std,[0.6643259525299072]
Mean,[0.802716076374054]
Std,[0.6290289759635925]
Mean,[0.842532217502594]
Std,[0.5984678864479065]
Mean,[0.751521646976471]
Std,[0.5998026132583618]
Mean,[0.81805020570755]
Std,[0.5740224123001099]
Mean,[0.8860214948654175]
Std,[0.5626629590988159]
Mean,[0.82222980260849]
Std,[0.6345440149307251]
Mean,[0.8098607659339905]
Std,[0.5643332004547119]
Mean,[0.809141993522644]
Std,[0.645107626914978]
Mean,[0.8804405927658081]
Std,[0.6207634210586548]
Mean,[0.8574132919311523]
Std,[0.5744523406028748]
Mean,[0.8880126476287842]
Std,[0.5471899509429932]
Mean,[0.831430196762085]
Std,[0.6172517538070679]
Mean,[0.8351315855979919]
Std,[0.5830841660499573]
Mean,[0.8486068248748779]
Std,[0.5406144261360168]
Mean,[0.8157659769058228]
Std,[0.6120240688323975]
Mean,[0.8535164594650269]
Std,[0.5532084703445435]
Mean,[0.9607628583908081]
Std,[0.5526462197303772]
Mean,[0.9027494192123413]
Std,[0.6435980796813965]
Mean,[0.8320074081420898]
Std,[0.6004330515861511]
Mean,[0.9461676478385925]
Std,[0.5878635048866272]
Mean,[0.9230477809906006]
Std,[0.5662465691566467]
Mean,[0.8943629264831543]
Std,[0.6113255023956299]
Mean,[0.8890448808670044]
Std,[0.5658106803894043]
Mean,[0.8746160268783569]
Std,[0.5358724594116211]
Mean,[0.8932062387466431]
Std,[0.5696677565574646]
Mean,[0.8823976516723633]
Std,[0.5572861433029175]
Mean,[0.8787332773208618]
Std,[0.5963997840881348]
Mean,[0.9227641820907593]
Std,[0.5637574791908264]
Mean,[0.864509642124176]
Std,[0.5379316210746765]
Mean,[0.9650553464889526]
Std,[0.547529399394989]
Mean,[0.9694430828094482]
Std,[0.5871497988700867]
Mean,[0.9580230712890625]
Std,[0.5304960608482361]
Mean,[0.9521763324737549]
Std,[0.5909470915794373]
Mean,[0.8903326988220215]
Std,[0.5668919682502747]
Mean,[0.9764443039894104]
Std,[0.5247913599014282]
Mean,[1.0234805345535278]
Std,[0.5655239224433899]
Mean,[0.9195441007614136]
Std,[0.5458680391311646]
Mean,[0.9778385162353516]
Std,[0.5347806811332703]
Mean,[0.9883973598480225]
Std,[0.5506853461265564]
Mean,[0.9015955924987793]
Std,[0.5793459415435791]
Mean,[0.9780247211456299]
Std,[0.5359800457954407]
Mean,[0.9822879433631897]
Std,[0.5258344411849976]
Mean,[0.9425175189971924]
Std,[0.5438158512115479]
Mean,[0.974577784538269]
Std,[0.5346110463142395]
Mean,[0.9599030613899231]
Std,[0.534347414970398]
Mean,[0.9901278018951416]
Std,[0.5235486030578613]
Mean,[1.0100703239440918]
Std,[0.5381430983543396]
Mean,[0.9965865015983582]
Std,[0.5282022953033447]
Mean,[1.0298480987548828]
Std,[0.5571777820587158]
Mean,[1.0332767963409424]
Std,[0.5182370543479919]
Mean,[1.016297698020935]
Std,[0.533210277557373]
Mean,[1.0443267822265625]
Std,[0.5285535454750061]
Mean,[1.0127968788146973]
Std,[0.5375630855560303]
Mean,[1.0143530368804932]
Std,[0.5258820056915283]
Mean,[1.020805835723877]
Std,[0.49816566705703735]
Mean,[1.03132164478302]
Std,[0.5360523462295532]
Mean,[1.0383083820343018]
Std,[0.5239554643630981]
Mean,[1.0304696559906006]
Std,[0.5313400626182556]
Mean,[1.034952998161316]
Std,[0.5250956416130066]
Mean,[1.0198931694030762]
Std,[0.5125847458839417]
Mean,[1.0954774618148804]
Std,[0.5148698687553406]
Mean,[1.068939208984375]
Std,[0.5384000539779663]
Mean,[1.0581393241882324]
Std,[0.4884989559650421]
Mean,[1.0826157331466675]
Std,[0.5183606743812561]
Mean,[1.0158878564834595]
Std,[0.5075579881668091]
Mean,[1.0721595287322998]
Std,[0.48480668663978577]
Mean,[1.118597388267517]
Std,[0.5156652331352234]
Mean,[1.0812063217163086]
Std,[0.47721853852272034]
Mean,[1.1745309829711914]
Std,[0.5087863802909851]
Mean,[1.1163192987442017]
Std,[0.506126344203949]
Mean,[1.046505093574524]
Std,[0.5320360064506531]
Mean,[1.1219843626022339]
Std,[0.49271172285079956]
Mean,[1.1174081563949585]
Std,[0.44044771790504456]
Mean,[1.1560460329055786]
Std,[0.4887801706790924]
Mean,[1.1304935216903687]
Std,[0.4921890199184418]
Mean,[1.0987120866775513]
Std,[0.49274149537086487]
Mean,[1.1270798444747925]
Std,[0.48622435331344604]
Mean,[1.0794901847839355]
Std,[0.4886836111545563]
Mean,[1.1663843393325806]
Std,[0.4758494794368744]
Mean,[1.1839860677719116]
Std,[0.45397239923477173]
Mean,[1.1279144287109375]
Std,[0.48284128308296204]
Mean,[1.112662672996521]
Std,[0.47276344895362854]
Mean,[1.1718422174453735]
Std,[0.45648685097694397]
Mean,[1.2036411762237549]
Std,[0.4861615002155304]
Mean,[1.1725598573684692]
Std,[0.4639483392238617]
Mean,[1.216265320777893]
Std,[0.4829466640949249]
Mean,[1.2007200717926025]
