7.394255469805597158e+01,5.738420445161639805e+01,2.461451792278667483e+01,5.794649814744185079e+01,1.899150680592591200e+01,6.921533081194046133e+01,6.834650768184170033e+01,8.208654381112557985e+01,2.211070691742071403e+01,2.558056706964806182e+01,8.589006633668887503e+01,2.256881883568590297e+01,8.284759815980507369e+01,6.086037033115886175e+01,3.522934600560378016e+01,4.448346297061200261e+01,2.234097925135535334e+01,2.283563561663007491e+01,2.514631023159896372e+01,2.813556187044627066e+01
7.834626520137605610e+01,1.686258294932451918e+01,1.020842026923123740e+02,7.689502996143900759e+01,1.043565768943422682e+02,8.262511447987732538e+01,9.463040229428149530e+01,7.036755578821183121e+01,1.063374513349990451e+02,1.030213006251900367e+02,9.447826287675597712e+01,1.012528832742977443e+02,1.012740469223491004e+02,9.140526432113847477e+01,2.805309039623522693e+01,1.074870206116617055e+02,5.465855566669000609e+01,4.020633943248940056e+01,1.690186846392201403e+01,1.030931337272564861e+02
9.298220242543470704e+01,8.366265487389344457e+01,8.893874633159811083e+01,1.015017410239078686e+02,7.285122357278156358e+01,6.858633466973019210e+01,8.799182459259468203e+01,2.280914173769615516e+01,1.003917007139045836e+02,1.031127753790493102e+02,1.063480352076812778e+02,8.061268194218456529e+01,4.859703210198722445e+01,9.096984441384455522e+01,9.341787133966580825e+01,9.790251372111966077e+01,1.080133167440575903e+02,6.918265082992155612e+01,1.927916956923801450e+01,1.064923753884777824e+02
1.105652243385330280e+02,9.997129007646366006e+01,7.274106154646854350e+01,2.339456143582971492e+01,7.338481593160095429e+01,2.138848803216789918e+01,6.294116022306420888e+01,9.782997832251763271e+01,9.821233469145353467e+01,1.037439868228664039e+02,3.391292161123357118e+01,6.512615553121531775e+01,1.060515375544659946e+02,1.858293938531965850e+01,7.556458626804663936e+01,3.370350299160710250e+01,8.859160442231255672e+01,1.066012923115787032e+02,9.452118616651632976e+01,3.338995380472681518e+01
6.911857035621630985e+01,1.056501534350340705e+02,1.068442296069179065e+02,1.032917589301410146e+02,8.738746210509501111e+01,2.613418539708337818e+01,1.060485515098778251e+02,2.364132200086491409e+01,9.674715639214777241e+01,1.066591514451121014e+02,4.197563819341305447e+01,1.005523178474948480e+02,7.304770449218096928e+01,1.042114132621781835e+02,1.018002886386161947e+02,1.003185498615822837e+02,7.593767428740477499e+01,9.857904305132770162e+01,7.402735677586437646e+01,1.047725112498010844e+02
1.653451143532188539e+01,9.653036772399984500e+01,1.003549103887320513e+02,9.372786458566123713e+01,9.456555487411043259e+01,9.475053985160481318e+01,1.037037767649819813e+02,1.070870838221395900e+02,1.527724615083689663e+01,1.068696760650717295e+02,1.076107891178451297e+02,9.738599565976929284e+01,1.051883067631458601e+02,2.185991347703375354e+01,8.828042667702440838e+01,9.779076879299969960e+01,2.947740733136265945e+01,1.100772520852988521e+02,2.151843499845152508e+01,9.630776408603743732e+01
9.274928942759289896e+01,1.040038621719665173e+02,1.059748203884630442e+02,2.347117811372349294e+01,3.774175654767451249e+01,9.818154425745714775e+01,1.020545373204349175e+02,1.006850773504765897e+02,2.034651976644566318e+01,8.533570146040351290e+01,2.174376404602079660e+01,1.041730669754179388e+02,1.028919875286535870e+02,5.003811092244861669e+01,5.002577910469771183e+01,7.523032458265879541e+01,5.122915778450015978e+01,5.821823931526841278e+01,6.878828932913221195e+01,6.724573178426442155e+01
5.800658002329649321e+01,8.407281114388926824e+01,5.202071887253120508e+01,8.037413206325992121e+01,5.183127699690541590e+01,5.208663948175187386e+01,6.639000822078476460e+01,5.178626911203611627e+01,6.555768034978098058e+01,5.132574374796990213e+01,8.031950173449978081e+01,5.176015023419018490e+01,8.257051803505940768e+01,6.097005081026961903e+01,6.478007891715786570e+01,5.179536819076872689e+01,6.854085192424426509e+01,8.453399268137577849e+01,8.899411149755285066e+01,5.212525505944612547e+01
5.704775725348291360e+01,4.905025029945214499e+01,5.695834720568969800e+01,4.888931831080680723e+01,4.853526393496235869e+01,5.778500505875309301e+01,4.879872840669344214e+01,4.856754480960832154e+01,4.941678098455952295e+01,5.879921312427143931e+01,5.705129527428407243e+01,4.833556953050229055e+01,4.853696365979845240e+01,4.890236215617618853e+01,4.869261087817223199e+01,5.476174631966389228e+01,5.141098461161175948e+01,5.853536277586685799e+01,4.843956576016014992e+01,5.612045991551676138e+01
4.145399045562649576e+01,4.558154616650342206e+01,1.057518113546153700e+02,6.339581309773129192e+01,9.413482456122017084e+01,7.903629797196748541e+01,1.029188645787227330e+02,1.069470219558863846e+02,9.262951206317234210e+01,5.667384570820348699e+01,8.682578234644654458e+01,7.715260477494341274e+01,7.719170899343745873e+01,1.939849146899455334e+01,1.093405769107802996e+02,1.058365293398771314e+02,8.404132521899158803e+01,1.077223685978029977e+02,8.069669402967187466e+01,9.626349653373878823e+01
