0.000000,0.000000,0.112500,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.039134,-0.036208,0.042350,-0.053751,-0.039013,-0.036655,0.042566,-0.053635,-0.038840,-0.036879,0.042513,-0.053495,-0.038715,-0.036890,0.042267,-0.053363,-0.038601,-0.036853,0.041994,-0.053235,-0.039487,-0.035410,0.040855,-0.053317,-0.038895,-0.036714,0.041746,-0.053054,-0.039163,-0.035691,0.040619,-0.053036,-0.039496,-0.035873,0.040900,-0.052972,-0.039550,-0.036049,0.040984,-0.052882,-0.039576,-0.036206,0.041047,-0.052783,-0.039711,-0.036316,0.041180,-0.052715,-0.039929,-0.036361,0.041300,-0.052691,-0.040131,-0.036272,0.041264,-0.052668,-0.040310,-0.036108,0.041100,-0.052675
0.000001,0.000000,0.112472,-0.000493,0.001519,0.000111,0.000096,0.000031,-0.001492,-0.026292,0.080995,0.005937,-0.039013,-0.036655,0.042566,-0.053635,-0.038840,-0.036879,0.042513,-0.053495,-0.038715,-0.036890,0.042267,-0.053363,-0.038601,-0.036853,0.041994,-0.053235,-0.039487,-0.035410,0.040855,-0.053317,-0.038895,-0.036714,0.041746,-0.053054,-0.039163,-0.035691,0.040619,-0.053036,-0.039496,-0.035873,0.040900,-0.052972,-0.039550,-0.036049,0.040984,-0.052882,-0.039576,-0.036206,0.041047,-0.052783,-0.039711,-0.036316,0.041180,-0.052715,-0.039929,-0.036361,0.041300,-0.052691,-0.040131,-0.036272,0.041264,-0.052668,-0.040310,-0.036108,0.041100,-0.052675,-0.082714,0.020969,-0.020488,-0.100988
0.000017,0.000006,0.112395,-0.001855,0.005721,0.000405,0.000959,0.000311,-0.002972,-0.052265,0.161071,0.011336,-0.038840,-0.036879,0.042513,-0.053495,-0.038715,-0.036890,0.042267,-0.053363,-0.038601,-0.036853,0.041994,-0.053235,-0.039487,-0.035410,0.040855,-0.053317,-0.038895,-0.036714,0.041746,-0.053054,-0.039163,-0.035691,0.040619,-0.053036,-0.039496,-0.035873,0.040900,-0.052972,-0.039550,-0.036049,0.040984,-0.052882,-0.039576,-0.036206,0.041047,-0.052783,-0.039711,-0.036316,0.041180,-0.052715,-0.039929,-0.036361,0.041300,-0.052691,-0.040131,-0.036272,0.041264,-0.052668,-0.040310,-0.036108,0.041100,-0.052675,-0.082714,0.020969,-0.020488,-0.100988,-0.081574,0.020175,-0.019908,-0.100549
0.000090,0.000029,0.112268,-0.004062,0.012581,0.000863,0.003456,0.001122,-0.004445,-0.077278,0.240479,0.016669,-0.038715,-0.036890,0.042267,-0.053363,-0.038601,-0.036853,0.041994,-0.053235,-0.039487,-0.035410,0.040855,-0.053317,-0.038895,-0.036714,0.041746,-0.053054,-0.039163,-0.035691,0.040619,-0.053036,-0.039496,-0.035873,0.040900,-0.052972,-0.039550,-0.036049,0.040984,-0.052882,-0.039576,-0.036206,0.041047,-0.052783,-0.039711,-0.036316,0.041180,-0.052715,-0.039929,-0.036361,0.041300,-0.052691,-0.040131,-0.036272,0.041264,-0.052668,-0.040310,-0.036108,0.041100,-0.052675,-0.082714,0.020969,-0.020488,-0.100988,-0.081574,0.020175,-0.019908,-0.100549,-0.081301,0.019765,-0.019140,-0.099289
0.000291,0.000094,0.112092,-0.007117,0.022071,0.001456,0.008446,0.002737,-0.005942,-0.103378,0.318888,0.021505,-0.038601,-0.036853,0.041994,-0.053235,-0.039487,-0.035410,0.040855,-0.053317,-0.038895,-0.036714,0.041746,-0.053054,-0.039163,-0.035691,0.040619,-0.053036,-0.039496,-0.035873,0.040900,-0.052972,-0.039550,-0.036049,0.040984,-0.052882,-0.039576,-0.036206,0.041047,-0.052783,-0.039711,-0.036316,0.041180,-0.052715,-0.039929,-0.036361,0.041300,-0.052691,-0.040131,-0.036272,0.041264,-0.052668,-0.040310,-0.036108,0.041100,-0.052675,-0.082714,0.020969,-0.020488,-0.100988,-0.081574,0.020175,-0.019908,-0.100549,-0.081301,0.019765,-0.019140,-0.099289,-0.079550,0.019589,-0.019556,-0.099765
0.000718,0.000233,0.111865,-0.011034,0.034176,0.002143,0.016776,0.005440,-0.007506,-0.129591,0.397159,0.025787,-0.039487,-0.035410,0.040855,-0.053317,-0.038895,-0.036714,0.041746,-0.053054,-0.039163,-0.035691,0.040619,-0.053036,-0.039496,-0.035873,0.040900,-0.052972,-0.039550,-0.036049,0.040984,-0.052882,-0.039576,-0.036206,0.041047,-0.052783,-0.039711,-0.036316,0.041180,-0.052715,-0.039929,-0.036361,0.041300,-0.052691,-0.040131,-0.036272,0.041264,-0.052668,-0.040310,-0.036108,0.041100,-0.052675,-0.082714,0.020969,-0.020488,-0.100988,-0.081574,0.020175,-0.019908,-0.100549,-0.081301,0.019765,-0.019140,-0.099289,-0.079550,0.019589,-0.019556,-0.099765,-0.078721,0.019396,-0.018768,-0.100135
0.001500,0.000487,0.111583,-0.015838,0.048871,0.002879,0.029286,0.009518,-0.009193,-0.157180,0.474186,0.029817,-0.038895,-0.036714,0.041746,-0.053054,-0.039163,-0.035691,0.040619,-0.053036,-0.039496,-0.035873,0.040900,-0.052972,-0.039550,-0.036049,0.040984,-0.052882,-0.039576,-0.036206,0.041047,-0.052783,-0.039711,-0.036316,0.041180,-0.052715,-0.039929,-0.036361,0.041300,-0.052691,-0.040131,-0.036272,0.041264,-0.052668,-0.040310,-0.036108,0.041100,-0.052675,-0.082714,0.020969,-0.020488,-0.100988,-0.081574,0.020175,-0.019908,-0.100549,-0.081301,0.019765,-0.019140,-0.099289,-0.079550,0.019589,-0.019556,-0.099765,-0.078721,0.019396,-0.018768,-0.100135,-0.076311,0.020014,-0.019058,-0.099893
0.002789,0.000907,0.111242,-0.021555,0.066139,0.003614,0.046801,0.015269,-0.011121,-0.185161,0.551092,0.033576,-0.039163,-0.035691,0.040619,-0.053036,-0.039496,-0.035873,0.040900,-0.052972,-0.039550,-0.036049,0.040984,-0.052882,-0.039576,-0.036206,0.041047,-0.052783,-0.039711,-0.036316,0.041180,-0.052715,-0.039929,-0.036361,0.041300,-0.052691,-0.040131,-0.036272,0.041264,-0.052668,-0.040310,-0.036108,0.041100,-0.052675,-0.082714,0.020969,-0.020488,-0.100988,-0.081574,0.020175,-0.019908,-0.100549,-0.081301,0.019765,-0.019140,-0.099289,-0.079550,0.019589,-0.019556,-0.099765,-0.078721,0.019396,-0.018768,-0.100135,-0.076311,0.020014,-0.019058,-0.099893,-0.075398,0.020450,-0.018416,-0.100006
0.004770,0.001555,0.110829,-0.028220,0.085972,0.004299,0.070137,0.023000,-0.013449,-0.214612,0.627690,0.037423,-0.039496,-0.035873,0.040900,-0.052972,-0.039550,-0.036049,0.040984,-0.052882,-0.039576,-0.036206,0.041047,-0.052783,-0.039711,-0.036316,0.041180,-0.052715,-0.039929,-0.036361,0.041300,-0.052691,-0.040131,-0.036272,0.041264,-0.052668,-0.040310,-0.036108,0.041100,-0.052675,-0.082714,0.020969,-0.020488,-0.100988,-0.081574,0.020175,-0.019908,-0.100549,-0.081301,0.019765,-0.019140,-0.099289,-0.079550,0.019589,-0.019556,-0.099765,-0.078721,0.019396,-0.018768,-0.100135,-0.076311,0.020014,-0.019058,-0.099893,-0.075398,0.020450,-0.018416,-0.100006,-0.074177,0.021510,-0.018893,-0.100543
0.007650,0.002503,0.110327,-0.035873,0.108348,0.004871,0.100098,0.033030,-0.016383,-0.244783,0.703229,0.041007,-0.039550,-0.036049,0.040984,-0.052882,-0.039576,-0.036206,0.041047,-0.052783,-0.039711,-0.036316,0.041180,-0.052715,-0.039929,-0.036361,0.041300,-0.052691,-0.040131,-0.036272,0.041264,-0.052668,-0.040310,-0.036108,0.041100,-0.052675,-0.082714,0.020969,-0.020488,-0.100988,-0.081574,0.020175,-0.019908,-0.100549,-0.081301,0.019765,-0.019140,-0.099289,-0.079550,0.019589,-0.019556,-0.099765,-0.078721,0.019396,-0.018768,-0.100135,-0.076311,0.020014,-0.019058,-0.099893,-0.075398,0.020450,-0.018416,-0.100006,-0.074177,0.021510,-0.018893,-0.100543,-0.072816,0.021185,-0.019168,-0.100768
