-0.082714,0.020969,-0.020488,-0.100988
-0.081574,0.020175,-0.019908,-0.100549
-0.081301,0.019765,-0.019140,-0.099289
-0.079550,0.019589,-0.019556,-0.099765
-0.078721,0.019396,-0.018768,-0.100135
-0.076311,0.020014,-0.019058,-0.099893
-0.075398,0.020450,-0.018416,-0.100006
-0.074177,0.021510,-0.018893,-0.100543
-0.072816,0.021185,-0.019168,-0.100768
-0.072431,0.020891,-0.019654,-0.100470
-0.072146,0.020731,-0.019979,-0.100332
-0.071525,0.021710,-0.019454,-0.101067
-0.070661,0.022050,-0.020421,-0.102667
-0.070349,0.021420,-0.021761,-0.104789
-0.070034,0.023284,-0.021474,-0.106535
-0.069450,0.023815,-0.022142,-0.108361
-0.068645,0.024590,-0.022286,-0.110260
-0.067839,0.025550,-0.022386,-0.112314
-0.067024,0.026522,-0.022457,-0.114653
-0.066275,0.027545,-0.022517,-0.117228
-0.065595,0.028704,-0.022602,-0.120060
-0.065019,0.029981,-0.022711,-0.123137
-0.064529,0.031267,-0.022867,-0.126496
-0.064194,0.032552,-0.022992,-0.130123
-0.134227,0.043785,-0.014503,-0.109118
-0.134944,0.046265,-0.013904,-0.108435
-0.135252,0.048045,-0.013968,-0.108298
-0.136438,0.050385,-0.018025,-0.106415
-0.057308,0.066634,-0.074304,-0.115614
-0.110763,0.013345,0.025226,-0.110940
-0.109995,0.039133,-0.002946,-0.107176
-0.102647,0.039732,-0.004479,-0.109006
-0.100860,0.038966,-0.003328,-0.108323
-0.097266,0.035933,-0.000774,-0.106889
-0.091341,0.033272,0.000788,-0.106897
-0.083273,0.029944,0.000220,-0.107299
-0.073687,0.027918,-0.003353,-0.106383
-0.063719,0.024099,-0.006439,-0.106047
-0.054102,0.021009,-0.009065,-0.106241
-0.047447,0.020583,-0.010880,-0.104379
-0.042873,0.019253,-0.014376,-0.102416
-0.040143,0.015808,-0.015326,-0.101339
-0.039016,0.017410,-0.017549,-0.098928
-0.033874,0.016666,-0.023132,-0.100662
-0.043026,0.030776,-0.045674,-0.107621
-0.133518,0.022160,0.007440,-0.088257
-0.062322,-0.003918,0.025666,-0.092958
-0.039232,0.008450,-0.004115,-0.097926
-0.043213,0.011997,-0.011612,-0.099104
-0.048817,0.012272,-0.009964,-0.099482
-0.052806,0.014291,-0.009761,-0.100659
-0.055929,0.015961,-0.009952,-0.102314
-0.061971,0.016994,-0.007664,-0.103429
-0.066407,0.015848,-0.003648,-0.104554
-0.072354,0.017870,-0.000702,-0.106606
-0.078612,0.020043,0.002505,-0.107984
-0.083805,0.019334,0.004101,-0.109714
-0.087541,0.018308,0.004472,-0.110605
-0.091806,0.019978,0.007712,-0.109987
-0.093084,0.019721,0.011319,-0.110771
-0.092979,0.019255,0.012590,-0.110713
-0.093256,0.019090,0.013587,-0.109973
-0.093475,0.018834,0.014452,-0.109406
-0.095596,0.019637,0.013642,-0.108177
-0.050132,0.033617,-0.020714,-0.115281
-0.085431,0.008862,0.029310,-0.106330
-0.078724,0.017052,0.016179,-0.106008
-0.074844,0.016479,0.016397,-0.106037
-0.073662,0.015810,0.017039,-0.105159
-0.071449,0.013608,0.018323,-0.103921
-0.070299,0.011824,0.019451,-0.102899
-0.068497,0.010095,0.019983,-0.101831
-0.067438,0.008929,0.020268,-0.099991
-0.066072,0.006229,0.020991,-0.098488
-0.063661,0.004424,0.021156,-0.097300
-0.059019,0.003745,0.020765,-0.095752
-0.056834,0.002204,0.020079,-0.094251
-0.053441,-0.000398,0.019395,-0.093070
-0.051899,-0.000350,0.018675,-0.090674
-0.049593,-0.002158,0.018102,-0.089767
-0.048269,-0.002913,0.018193,-0.088530
-0.046587,-0.003552,0.017259,-0.087435
-0.045865,-0.004214,0.017113,-0.086509
-0.044329,-0.004411,0.016093,-0.086048
-0.042216,-0.003708,0.013203,-0.086564
-0.053394,0.004373,0.001324,-0.088670
-0.084585,-0.006455,0.031367,-0.076837
-0.048086,-0.013649,0.035050,-0.078788
-0.040565,-0.007359,0.020206,-0.082862
-0.043656,-0.005660,0.017134,-0.082947
-0.046264,-0.005594,0.017863,-0.082635
-0.047748,-0.004885,0.018060,-0.082923
-0.049184,-0.004524,0.018498,-0.083317
-0.049803,-0.004474,0.019298,-0.083436
-0.050386,-0.005032,0.020672,-0.083762
-0.051449,-0.004243,0.021664,-0.084531
-0.052948,-0.003979,0.023457,-0.085064
-0.053877,-0.004839,0.024291,-0.085848
-0.054687,-0.005631,0.025200,-0.086285
-0.056170,-0.005106,0.027482,-0.086306
-0.056695,-0.005809,0.029601,-0.086989
-0.057109,-0.006320,0.030814,-0.087246
-0.057352,-0.006680,0.031964,-0.087321
-0.057882,-0.007176,0.033140,-0.087521
-0.057646,-0.007644,0.034106,-0.087738
-0.057183,-0.008070,0.034997,-0.087828
-0.057331,-0.008542,0.035976,-0.087698
-0.057575,-0.009015,0.036760,-0.087439
-0.057950,-0.009386,0.037251,-0.087062
-0.062645,-0.007339,0.034621,-0.086138
-0.055222,0.001669,0.019808,-0.088140
-0.031229,-0.011521,0.031696,-0.087718
-0.051557,-0.014774,0.042846,-0.083711
-0.052109,-0.011873,0.038837,-0.083415
-0.050746,-0.011099,0.037823,-0.083147
-0.049434,-0.011384,0.037460,-0.082461
-0.048442,-0.012621,0.037802,-0.081807
-0.047473,-0.013532,0.037948,-0.081219
-0.046497,-0.014175,0.037888,-0.080308
-0.045792,-0.014770,0.037676,-0.079479
-0.044893,-0.015851,0.037745,-0.078875
-0.043890,-0.016369,0.037781,-0.078284
-0.043269,-0.016687,0.037593,-0.077470
-0.042571,-0.017630,0.037614,-0.076813
-0.041112,-0.017639,0.036419,-0.076180
-0.040322,-0.017891,0.035616,-0.075415
-0.039492,-0.018318,0.035439,-0.075014
-0.038864,-0.018531,0.035106,-0.074604
-0.038239,-0.018466,0.034229,-0.074275
-0.037752,-0.018607,0.033836,-0.073878
-0.037348,-0.018292,0.032877,-0.073705
-0.037231,-0.017778,0.031796,-0.073614
-0.037539,-0.017058,0.030634,-0.073545
-0.039602,-0.015672,0.028951,-0.073442
-0.047258,-0.015525,0.029596,-0.072406
-0.054928,-0.020065,0.037111,-0.068909
-0.050654,-0.027624,0.047785,-0.066134
-0.037492,-0.030116,0.048159,-0.066432
-0.030657,-0.026690,0.040340,-0.068415
-0.031592,-0.022980,0.035201,-0.069281
-0.033352,-0.021591,0.034060,-0.069175
-0.035536,-0.020787,0.033911,-0.068988
-0.036500,-0.020581,0.034171,-0.068873
-0.037381,-0.020694,0.034841,-0.068709
-0.038138,-0.020821,0.035678,-0.068682
-0.038415,-0.020670,0.035983,-0.068970
-0.039176,-0.021145,0.036674,-0.069056
-0.039540,-0.021558,0.036949,-0.069097
-0.040022,-0.021825,0.037550,-0.068984
-0.040679,-0.022364,0.038930,-0.068689
-0.040920,-0.022835,0.039754,-0.068586
-0.041144,-0.023420,0.040357,-0.068435
-0.041482,-0.024230,0.041256,-0.068160
-0.041493,-0.024850,0.041891,-0.067989
-0.041454,-0.025484,0.042541,-0.067837
-0.041347,-0.026101,0.043186,-0.067657
-0.041177,-0.026706,0.043787,-0.067440
-0.040958,-0.027308,0.044336,-0.067208
-0.040592,-0.028026,0.044981,-0.066934
-0.040160,-0.028535,0.045362,-0.066656
-0.039700,-0.029031,0.045667,-0.066368
-0.039219,-0.029492,0.045934,-0.066061
-0.038725,-0.029916,0.046165,-0.065744
-0.038222,-0.030326,0.046363,-0.065435
-0.037708,-0.030709,0.046537,-0.065126
-0.037776,-0.025383,0.040417,-0.065096
-0.038452,-0.027453,0.042766,-0.064317
-0.037902,-0.027278,0.042252,-0.064016
-0.037469,-0.027307,0.041919,-0.063708
-0.036992,-0.027580,0.041911,-0.063388
-0.036526,-0.027831,0.041885,-0.063020
-0.036176,-0.028308,0.042211,-0.062669
-0.035933,-0.028698,0.042442,-0.062405
-0.035815,-0.029040,0.042706,-0.062069
-0.035782,-0.029402,0.042962,-0.061774
-0.035852,-0.029640,0.043183,-0.061527
-0.035801,-0.029717,0.043266,-0.061331
-0.035962,-0.029804,0.043309,-0.061199
-0.035949,-0.029931,0.043279,-0.061096
-0.036046,-0.029889,0.043277,-0.060941
-0.036141,-0.029906,0.043230,-0.060872
-0.036215,-0.029844,0.043175,-0.060793
-0.036304,-0.029773,0.043093,-0.060718
-0.036427,-0.029771,0.043099,-0.060641
-0.036517,-0.029784,0.043113,-0.060561
-0.036615,-0.029800,0.043124,-0.060485
-0.036724,-0.029814,0.043135,-0.060407
-0.036842,-0.029831,0.043142,-0.060324
-0.037012,-0.029983,0.043303,-0.060219
-0.037103,-0.030085,0.043373,-0.060120
-0.037203,-0.030187,0.043433,-0.060008
-0.037334,-0.030421,0.043638,-0.059875
-0.037373,-0.030598,0.043738,-0.059745
-0.037414,-0.030775,0.043833,-0.059605
-0.037457,-0.030954,0.043924,-0.059457
-0.037440,-0.031266,0.044131,-0.059300
-0.037392,-0.031494,0.044237,-0.059145
-0.037337,-0.031716,0.044339,-0.058987
-0.037278,-0.031933,0.044441,-0.058825
-0.037210,-0.032144,0.044539,-0.058664
-0.037136,-0.032346,0.044636,-0.058506
-0.037109,-0.032590,0.044818,-0.058341
-0.037095,-0.032720,0.044893,-0.058183
-0.037179,-0.032888,0.045065,-0.058018
-0.037337,-0.032995,0.045209,-0.057865
-0.037533,-0.033007,0.045245,-0.057741
-0.037746,-0.032926,0.045153,-0.057634
-0.038033,-0.032688,0.044881,-0.057538
-0.038171,-0.032352,0.044397,-0.057427
-0.038156,-0.031946,0.043737,-0.057285
-0.036861,-0.031531,0.042430,-0.057114
-0.038309,-0.033150,0.044826,-0.056797
-0.037985,-0.032474,0.043779,-0.056666
-0.037778,-0.032378,0.043390,-0.056489
-0.037432,-0.032466,0.043155,-0.056283
-0.037020,-0.033099,0.043482,-0.056061
-0.037014,-0.033718,0.044086,-0.055884
-0.037371,-0.033945,0.044505,-0.055721
-0.037656,-0.033798,0.044463,-0.055616
-0.037757,-0.033610,0.044218,-0.055565
-0.037812,-0.033398,0.043926,-0.055514
-0.037855,-0.033189,0.043626,-0.055461
-0.038008,-0.032975,0.043338,-0.055414
-0.038094,-0.032831,0.043100,-0.055351
-0.038348,-0.032671,0.042987,-0.055289
-0.038576,-0.032640,0.042984,-0.055256
-0.038818,-0.032670,0.043067,-0.055182
-0.039018,-0.032764,0.043180,-0.055091
-0.039179,-0.032889,0.043310,-0.054990
-0.039247,-0.032999,0.043374,-0.054894
-0.039319,-0.033104,0.043449,-0.054803
-0.039395,-0.033200,0.043528,-0.054718
-0.039475,-0.033288,0.043607,-0.054638
-0.039555,-0.033367,0.043688,-0.054565
-0.039633,-0.033437,0.043774,-0.054501
-0.039707,-0.033497,0.043866,-0.054448
-0.039880,-0.033533,0.044008,-0.054418
-0.040082,-0.033537,0.044145,-0.054409
-0.040214,-0.033475,0.044164,-0.054422
-0.040438,-0.033356,0.044170,-0.054463
-0.040650,-0.033196,0.044113,-0.054514
-0.040775,-0.033015,0.043963,-0.054559
-0.040935,-0.032808,0.043792,-0.054607
-0.041030,-0.032585,0.043544,-0.054644
-0.041130,-0.032365,0.043288,-0.054675
-0.041291,-0.032156,0.043071,-0.054706
-0.041444,-0.031984,0.042881,-0.054728
-0.041697,-0.031834,0.042768,-0.054754
-0.041980,-0.031767,0.042760,-0.054768
-0.042270,-0.031780,0.042850,-0.054763
-0.042522,-0.031875,0.043017,-0.054731
-0.042714,-0.032026,0.043218,-0.054676
-0.042837,-0.032198,0.043405,-0.054611
-0.042916,-0.032330,0.043526,-0.054548
-0.042994,-0.032455,0.043656,-0.054486
-0.043241,-0.032573,0.043915,-0.054447
